age,job,marital,education,default,housing,contact,month,duration
45,blue-collar,divorced,basic.4y,unknown,yes,telephone,jul,168
33,admin.,married,university.degree,unknown,yes,cellular,nov,386
37,technician,married,professional.course,no,yes,telephone,may,834
34,entrepreneur,single,university.degree,no,yes,cellular,may,87
39,services,married,basic.9y,no,yes,telephone,may,322
31,admin.,single,university.degree,no,yes,telephone,aug,115
41,management,married,high.school,no,yes,cellular,may,180
55,admin.,married,high.school,no,no,telephone,oct,317
49,blue-collar,married,basic.9y,no,no,cellular,may,135
36,admin.,divorced,university.degree,unknown,yes,cellular,jul,187
26,admin.,married,high.school,no,no,telephone,jun,120
46,admin.,married,university.degree,unknown,no,cellular,aug,55
38,management,divorced,university.degree,no,yes,cellular,jul,543
40,blue-collar,married,basic.9y,unknown,yes,cellular,jul,504
38,admin.,married,university.degree,no,yes,telephone,may,47
49,housemaid,married,professional.course,no,yes,cellular,jul,351
51,technician,married,professional.course,no,yes,cellular,aug,246
41,services,divorced,basic.9y,no,yes,telephone,jun,163
42,blue-collar,married,basic.9y,unknown,yes,telephone,may,326
32,services,married,high.school,no,no,telephone,may,175
37,technician,single,professional.course,unknown,unknown,telephone,jun,51
46,services,married,high.school,no,yes,cellular,aug,183
33,technician,divorced,professional.course,no,no,telephone,may,85
68,retired,divorced,professional.course,no,yes,cellular,oct,418
41,blue-collar,married,basic.9y,no,yes,cellular,apr,69
32,admin.,single,university.degree,no,yes,cellular,aug,460
29,admin.,single,university.degree,no,no,cellular,may,245
36,admin.,married,university.degree,no,yes,cellular,may,196
37,admin.,single,university.degree,no,yes,cellular,aug,212
57,technician,married,high.school,unknown,no,cellular,aug,784
40,blue-collar,single,basic.6y,unknown,no,telephone,may,201
36,admin.,married,university.degree,no,no,cellular,aug,147
33,unemployed,divorced,professional.course,no,yes,cellular,aug,151
53,management,married,university.degree,no,yes,telephone,aug,81
56,management,married,university.degree,no,yes,cellular,jul,90
33,management,married,professional.course,no,no,cellular,may,578
48,admin.,divorced,basic.9y,no,no,cellular,jul,1424
38,self-employed,married,university.degree,unknown,no,telephone,jun,96
22,student,single,high.school,no,no,cellular,aug,53
50,admin.,divorced,university.degree,no,yes,cellular,aug,23
58,retired,married,professional.course,no,no,cellular,nov,577
56,retired,married,professional.course,no,yes,cellular,aug,202
53,self-employed,divorced,university.degree,no,no,cellular,jul,397
41,admin.,married,university.degree,unknown,yes,cellular,may,114
80,retired,divorced,basic.4y,no,no,cellular,dec,720
50,management,married,university.degree,no,yes,telephone,apr,198
33,services,single,high.school,no,yes,telephone,may,789
29,technician,single,university.degree,no,no,cellular,nov,57
45,self-employed,single,basic.9y,no,yes,cellular,apr,156
22,blue-collar,single,basic.6y,unknown,unknown,telephone,may,270
34,admin.,divorced,university.degree,no,yes,cellular,may,25
35,admin.,married,university.degree,no,yes,cellular,nov,690
46,admin.,single,high.school,no,no,cellular,aug,329
47,blue-collar,married,unknown,unknown,yes,cellular,aug,227
33,admin.,single,high.school,no,yes,cellular,aug,195
51,admin.,married,university.degree,no,no,cellular,nov,104
38,blue-collar,single,unknown,no,yes,telephone,oct,39
58,admin.,married,high.school,no,no,cellular,aug,214
49,admin.,married,university.degree,unknown,no,cellular,jul,97
45,housemaid,single,basic.9y,no,yes,telephone,jun,113
42,management,married,high.school,unknown,no,cellular,jul,179
31,technician,married,high.school,no,yes,cellular,nov,232
45,blue-collar,married,basic.9y,unknown,no,telephone,may,145
24,student,single,professional.course,no,no,cellular,nov,180
37,services,divorced,high.school,no,yes,telephone,jun,42
27,admin.,married,high.school,unknown,no,telephone,may,318
48,technician,married,professional.course,no,no,cellular,jul,266
46,admin.,married,high.school,no,yes,cellular,nov,308
57,retired,married,basic.4y,unknown,yes,cellular,aug,57
56,technician,married,basic.4y,no,yes,telephone,may,143
33,self-employed,single,professional.course,no,yes,cellular,jul,85
42,blue-collar,married,basic.9y,no,yes,cellular,may,63
53,entrepreneur,married,basic.4y,unknown,yes,cellular,aug,150
54,blue-collar,married,basic.9y,no,no,cellular,jun,258
28,technician,single,high.school,no,yes,telephone,jul,166
38,technician,married,high.school,no,no,cellular,aug,100
45,technician,married,basic.9y,unknown,no,cellular,nov,174
30,technician,single,university.degree,no,no,cellular,sep,327
55,technician,married,professional.course,no,yes,cellular,oct,182
45,technician,married,professional.course,no,no,cellular,jul,158
25,admin.,single,high.school,no,yes,cellular,jul,418
54,management,married,high.school,no,no,cellular,aug,725
43,blue-collar,single,basic.4y,unknown,yes,telephone,may,181
28,technician,single,university.degree,no,yes,cellular,mar,120
33,blue-collar,married,basic.9y,no,yes,cellular,nov,244
48,admin.,divorced,university.degree,no,no,telephone,jun,94
36,technician,married,high.school,no,no,telephone,jun,128
38,services,single,high.school,no,no,cellular,sep,256
42,admin.,divorced,university.degree,no,yes,cellular,aug,153
24,admin.,single,university.degree,no,yes,cellular,apr,393
33,admin.,single,university.degree,no,yes,cellular,aug,44
34,entrepreneur,married,basic.4y,no,no,telephone,may,75
56,blue-collar,married,basic.4y,unknown,yes,telephone,may,400
52,technician,married,university.degree,no,no,cellular,may,211
29,admin.,married,high.school,no,yes,cellular,may,106
54,technician,married,professional.course,no,no,cellular,jul,796
43,blue-collar,married,basic.9y,no,no,telephone,jun,246
60,retired,married,high.school,no,no,cellular,may,181
49,admin.,divorced,high.school,no,no,cellular,jul,602
51,admin.,divorced,university.degree,unknown,no,cellular,aug,59
34,admin.,married,university.degree,no,yes,cellular,may,351
32,admin.,married,basic.9y,no,no,cellular,jul,77
31,services,single,basic.9y,no,unknown,cellular,may,429
54,retired,divorced,university.degree,no,no,cellular,nov,296
31,admin.,single,high.school,unknown,no,cellular,jul,90
35,services,married,high.school,no,yes,cellular,may,104
44,services,married,basic.9y,no,yes,telephone,may,109
63,retired,married,professional.course,no,no,cellular,dec,83
28,technician,married,university.degree,no,yes,cellular,may,175
56,management,married,basic.4y,unknown,yes,cellular,jul,122
31,services,married,high.school,no,yes,cellular,may,32
33,management,married,university.degree,no,no,telephone,may,405
25,admin.,single,university.degree,no,no,cellular,jul,835
44,admin.,divorced,university.degree,no,yes,cellular,jun,130
54,technician,married,university.degree,no,yes,cellular,aug,252
32,housemaid,married,basic.6y,unknown,no,telephone,jun,19
54,housemaid,married,professional.course,no,yes,telephone,jun,152
32,technician,married,professional.course,no,no,cellular,may,158
46,admin.,married,high.school,no,no,cellular,apr,243
57,retired,divorced,professional.course,no,no,telephone,jun,203
30,technician,single,professional.course,no,no,cellular,nov,214
54,management,married,university.degree,no,yes,cellular,jul,281
48,self-employed,married,university.degree,no,yes,cellular,nov,141
28,services,married,high.school,no,no,cellular,jul,171
37,admin.,married,university.degree,no,yes,cellular,nov,386
40,technician,married,basic.9y,no,no,telephone,nov,319
28,technician,married,university.degree,no,yes,cellular,may,402
41,blue-collar,married,basic.9y,no,no,telephone,jun,95
27,student,single,high.school,unknown,no,telephone,jun,471
45,admin.,married,professional.course,no,no,cellular,jul,49
45,management,married,basic.9y,unknown,yes,cellular,may,305
43,blue-collar,married,basic.6y,no,yes,telephone,jun,169
35,housemaid,married,basic.4y,no,yes,cellular,aug,87
36,blue-collar,single,basic.4y,no,yes,cellular,may,279
47,blue-collar,married,basic.6y,unknown,yes,cellular,may,472
57,admin.,married,university.degree,no,no,cellular,jul,231
27,self-employed,married,university.degree,no,no,telephone,jul,215
64,retired,married,unknown,no,no,cellular,aug,252
29,management,single,university.degree,no,no,telephone,may,118
45,management,married,university.degree,unknown,no,cellular,jul,225
26,blue-collar,single,high.school,unknown,no,cellular,may,314
54,services,married,high.school,no,yes,telephone,jun,184
29,admin.,single,basic.9y,unknown,yes,telephone,may,83
39,admin.,married,high.school,no,no,telephone,may,726
46,blue-collar,married,basic.4y,unknown,no,telephone,jun,89
44,technician,married,professional.course,unknown,no,telephone,may,203
36,blue-collar,married,basic.9y,no,yes,cellular,nov,320
59,admin.,married,high.school,no,yes,cellular,aug,1019
56,technician,married,university.degree,no,no,telephone,jun,69
33,unemployed,married,high.school,unknown,yes,cellular,jul,590
51,technician,divorced,professional.course,no,no,cellular,aug,50
59,blue-collar,married,basic.4y,no,yes,cellular,aug,258
31,services,married,basic.9y,no,yes,cellular,jul,537
46,technician,married,professional.course,unknown,no,cellular,aug,235
21,blue-collar,married,basic.9y,no,no,cellular,jul,89
33,technician,single,professional.course,no,yes,cellular,aug,90
46,entrepreneur,single,university.degree,no,no,cellular,apr,89
24,blue-collar,single,unknown,no,no,cellular,jul,39
35,technician,married,university.degree,no,no,cellular,aug,204
32,self-employed,single,university.degree,no,yes,cellular,dec,205
35,services,married,high.school,no,yes,cellular,apr,36
32,self-employed,single,university.degree,no,yes,cellular,may,66
34,technician,married,professional.course,no,yes,telephone,sep,157
47,blue-collar,married,basic.6y,unknown,yes,cellular,may,208
60,retired,divorced,high.school,no,no,cellular,sep,99
43,services,divorced,high.school,no,no,cellular,jul,388
58,technician,married,basic.4y,no,yes,telephone,oct,88
31,admin.,single,university.degree,no,yes,cellular,nov,114
38,blue-collar,single,basic.4y,no,no,cellular,may,121
35,management,married,university.degree,no,no,cellular,may,304
34,services,married,basic.9y,unknown,yes,cellular,jul,80
31,admin.,single,high.school,no,no,cellular,jul,75
30,self-employed,married,professional.course,no,yes,cellular,nov,329
49,management,divorced,high.school,unknown,no,telephone,may,124
41,services,married,high.school,no,yes,telephone,may,59
53,blue-collar,married,basic.4y,no,yes,cellular,nov,180
45,housemaid,married,basic.4y,unknown,yes,telephone,may,83
58,retired,married,basic.4y,no,yes,telephone,jun,159
46,technician,married,basic.9y,unknown,no,telephone,may,81
56,services,divorced,high.school,unknown,yes,cellular,apr,144
28,self-employed,single,university.degree,no,yes,cellular,mar,186
38,blue-collar,married,basic.9y,no,no,telephone,may,159
32,technician,single,professional.course,no,yes,cellular,may,97
36,admin.,married,university.degree,no,no,cellular,jun,174
27,blue-collar,married,basic.9y,no,yes,telephone,may,152
46,management,married,basic.9y,no,yes,cellular,nov,996
40,admin.,married,university.degree,no,no,cellular,apr,815
31,technician,married,professional.course,no,yes,telephone,jun,208
45,admin.,married,university.degree,no,yes,cellular,may,300
49,self-employed,married,high.school,no,no,cellular,may,532
52,self-employed,married,university.degree,no,no,telephone,may,31
53,admin.,divorced,high.school,no,yes,cellular,jun,70
26,services,single,high.school,no,unknown,telephone,jul,588
48,services,single,high.school,no,yes,cellular,apr,267
32,technician,married,professional.course,no,no,telephone,jun,805
34,blue-collar,single,basic.9y,no,no,cellular,nov,127
35,technician,married,professional.course,no,no,telephone,jun,159
38,student,single,university.degree,no,no,telephone,may,619
53,technician,single,professional.course,no,yes,cellular,nov,1468
44,technician,divorced,professional.course,no,no,telephone,jun,112
53,admin.,divorced,high.school,no,yes,cellular,aug,159
39,management,single,basic.9y,no,yes,cellular,nov,125
38,entrepreneur,married,basic.9y,no,no,cellular,nov,166
33,services,married,high.school,no,yes,cellular,jun,274
37,technician,married,high.school,unknown,yes,cellular,aug,69
29,technician,single,university.degree,no,yes,cellular,aug,225
33,unemployed,single,university.degree,no,no,cellular,aug,126
33,admin.,single,university.degree,no,no,cellular,mar,406
28,admin.,single,university.degree,no,no,cellular,oct,317
26,blue-collar,single,high.school,no,no,cellular,jul,111
35,admin.,single,university.degree,no,no,cellular,aug,131
46,admin.,married,university.degree,no,yes,telephone,jun,193
43,services,married,high.school,unknown,yes,telephone,may,99
45,admin.,single,university.degree,no,no,cellular,may,582
50,technician,married,high.school,no,no,telephone,may,224
42,blue-collar,married,basic.4y,no,no,cellular,jul,378
28,student,single,professional.course,no,no,telephone,jun,168
36,admin.,divorced,high.school,no,no,cellular,aug,263
28,blue-collar,married,basic.4y,no,no,telephone,jun,149
49,housemaid,married,basic.4y,unknown,no,telephone,may,801
25,blue-collar,married,high.school,no,no,telephone,may,217
43,management,married,unknown,no,no,cellular,jul,86
36,housemaid,married,basic.6y,no,yes,telephone,may,60
34,technician,divorced,unknown,no,yes,cellular,jul,420
34,admin.,married,university.degree,no,no,cellular,jul,145
56,management,divorced,university.degree,no,no,telephone,jun,252
